Organization,Website,Status
Chicago Lights Tutoring and Scholarship Program at Fourth Presbyterian Church,https://www.timeout.com/chicago/things-to-do/any-holiday-volunteers,live
Chicago MOST,https://10best.usatoday.com/travel/best-romantic-things-to-do-chicago-il/,live
Chicago Park District,https://www.chicagoparkdistrict.com/parks-facilities/promontory-point,live
Chicago Police Department,https://www.worldatlas.com/articles/the-largest-police-departments-in-the-us.html,live
Chicago Police Department CAPS Program,https://abc7chicago.com/post/stop-the-violence-chicago-youth-programs-resources/3894299/,live
Chicago Public Library,https://www.chipublib.org/blogs/post/when-the-world-came-to-chicago/,live
Chicago Public Radio,https://current.org/2007/03/its-public-radio-but-with-nearly-everything-different-including-the-name/,live
"Chicago Public School, Middle School Coordinator",https://www.dol.gov/agencies/osec,live
Chicago Public Schools,https://www.chalkbeat.org/chicago/2026/01/22/chicago-public-schools-closed-amid-cold/,live
Chicago Public Schools -  Office of Communications,https://www.cps.edu/about/departments/office-of-communications/,live
"Chicago Public Schools - 10,000 Tutors Initiative",,not found
Chicago Public Schools - Chicago HOPES,https://www.chalkbeat.org/chicago/2021/11/30/22810683/chicago-public-schools-covid-quarantine-test-to-stay-opt-in/,live
Chicago Public Schools - Department of Pupil Support Mentor Connection Program,http://web.archive.org/web/20061231031333/ws2005.wikisym.org/space/WikiVanning,archived
Chicago Public Schools - Homeless Education Program,https://www.chapinhall.org/wp-content/uploads/Homeless_report_2008_Dworsky.pdf,live
Chicago Public Schools - Interfaith Initiative,https://obamawhitehouse.archives.gov/realitycheck/blog/2011/11/10/regional-town-hall-meetings-focus-engaging-men-ending-violence-against-women,live
Chicago Public Schools - Office of Extended Learning Opportunities,https://netanational.org/links.html,live
Chicago Public Schools - Regional Tutoring Facilitation,https://www.dol.gov/agencies/osec,live
Chicago Public Schools - School Counseling Services Department of Pupil Support Mentor Connection Program,,not found
Chicago Public Schools - School Partners Program,https://web.archive.org/web/20220801141926/https:/www.tester.senate.gov/public-schedule/,archived
Chicago Public Schools Homeless Education Program,https://www.cps.edu/sites/cps-policy-rules/policies/700/702/702-5/,live
Chicago Public Schools Middle School Coordinator,https://web.archive.org/web/20220801141926/https:/www.tester.senate.gov/public-schedule/,archived
Chicago Public Schools Tutorial Academy (Sylvan Learning),,not found
"Chicago Public Schools, Cameron Elementary",https://www.localschooldirectory.com/public-school/25251/IL,live
"Chicago Public Schools, Hancock High School",http://web.archive.org/web/20010607080354/www.nupedia.com/policy.shtml,archived
"Chicago Public Schools, Homeless Education Program",https://www.chapinhall.org/wp-content/uploads/Homeless_report_2008_Dworsky.pdf,live
"Chicago Public Schools, Office of the Chief Executive Officer",https://www.mybkexperience.com/,live
"Chicago Public Schools, Region 5",https://www.punjabkingsipl.in/,live
"Chicago Public Schools, Service Learning Office of High School Program",https://web.archive.org/web/20040604015430/www.grammy.com/newyork_profile.aspx,archived
"Chicago Public Schools- 10,000 Tutors Initiative",https://web.archive.org/web/20020523164404/http://www.chicagopublicschools.com:80/,archived
Chicago Public Schools-Office of Language and Cultural Ed.,https://web.archive.org/web/20171212192411/reprints.longform.org/playboy-interview-gene-siskel-and-roger-ebert,archived
Chicago Public Schools-School Partners Program,https://www.dol.gov/agencies/osec,live
Chicago Real Estate Educational Initiative (CREI),https://chicagorealestateinstitute.com/introducing-accelerated-real-estate-broker-course/,live
Chicago Scholars,https://chicagoscholars.org/,live
Chicago Scholars Foundation - John Nuveen Company,,not found
"Chicago School of  Professional Psychology, Illinois Campus Compact",https://apps.microsoft.com/detail/xp8k4rgx25g3gm,live
Chicago School of Blues Final Feliz Foundation,,not found
Chicago State University,https://www.csu.edu/,live
Chicago Summer Business Institute c o Pine Webber,,not found
Chicago Sun Times,https://chicago.suntimes.com/high-school-sports,live
Chicago Teachers Center,https://www.idealist.org/en/nonprofit/12fde0d7a3d9465299d54242bdfca92b-chicago-teachers-center-at-northeastern-illinois-university-chicago,live
Chicago Teacher’s Center Gear-Up Program,http://web.archive.org/web/20061231031333/ws2005.wikisym.org/space/WikiVanning,archived
"Chicago Teacher’s Center, Northeastern Illinois University",https://www.idealist.org/en/nonprofit/12fde0d7a3d9465299d54242bdfca92b-chicago-teachers-center-at-northeastern-illinois-university-chicago,live
Chicago Time Dollar Cross Age Peer Tutoring,,not found
Chicago Training Center,https://www.chicago.gov/city/en/depts/opsa/provdrs/public_safety_training_center.html,live
Chicago Tribune,"https://web.archive.org/web/20071117073414/http://www.chicagotribune.com/classified/automotive/columnists/chi-0701010141jan01,0,5874175.column?page=1&coll=chi-newsnationworldiraq-hed",archived
Chicago Urban League,https://chiul.org/,live
Chicago Urban League Quantum Opportunities,,not found
"Chicago Urban League, Mentor Scholarship Builder Program",,not found
"Chicago Urban League, Quantum Opportunities",https://athletics.houghton.edu/sports/baseball,live
Chicago Vocational High School,https://www.cvcacademy.org/,live
Chicago Women Aids Project,https://www.acronymattic.com/Chicago-Women-Aids-Project-(CWAP).html,live
Chicago Youth Centers,https://www.chicagoyouthcenters.org/blog?offset=1420158978000&category=Donor+Spotlight,live
Chicago Youth Centers - LEAP (Lower North Center),https://msrc.microsoft.com/update-guide/vulnerability,live
Chicago Youth Programs,https://wgci.iheart.com/calendar/content/2026-03-12-312-day-chicago-youth-programs/,live
"Chicago Youth Programs , Inc.",https://donatenow.networkforgood.org/CYP,live
"Chicago Youth Programs, Inc, Washington Park",http://web.archive.org/web/20061212165625/www.nisbco.org/biblio_A-H.htm,archived
"Chicago Youth Programs, Inc. - Cabrini Green",https://web.archive.org/web/20010401175550/http://www.chicagoyouthprograms.org:80/,archived
Chicago Youth Success Foundation,https://www.chicagobusiness.com/article/19990904/ISSUE01/1000438/who-s-who,live
Chicago for Youth,https://www.chicago.gov/YouthServices,live
Child Serv,https://archive.org/details/740063CFChildServENG,live
ChildServ,https://archive.org/details/ChildServ,live
Childcare Network Inc. NFPEmployment Resources,,not found
Childrens Home & Aid,https://prezi.com/p/s5s-famyhcn9/childrens-home-and-aid/,live
Childrens Home Association of Illinois,https://nonprofitlocator.org/organizations/il/peoria,live
Childrens Memorial Hospital,https://www.healthgrades.com/group-directory/il-illinois/chicago/childrens-memorial-hospital-xdxjvr,live
Children’s Home and Aid Society of IL,http://www.faqs.org/faqs/genealogy/adoption/part2/,live
"Children’s Outing Association, The Chosen",https://www.kvoa.com/,live
Chinese American Service League,https://casl.org/,live
Chinese Mutual Aid Association,https://www.chinesemutualaid.org/,live
Christ Church,https://web.archive.org/web/20190327091428/https://www.staugustine.com/article/20110909/LIFESTYLE/309099986,archived
Christ Community Church,https://www.visitccc.com/meet-the-team,live
Christ Evangelical Church - Brain Boosters,,not found
Christ Evangelical Church Brain Boosters,,not found
"Christ Evangelical Church, Brain Boosters",,not found
Christ Evangelical Lutheran Church,https://www.christevangelical.org/,live
Christ Evangelical Lutheran Church  Brain Booster - After School Mentoring Program,https://www.2k.com/games/nba2k/,live
Christ Evangelical Lutheran Church Brain Booster - After School Mentoring Program,https://www.2k.com/games/nba2k/,live
Christ Evangelical Lutheran Church Youth Outreach,,not found
Christ Temple Cathedral SAY Y.E.S! Youth Center,https://isp111group5.wordpress.com/,live
Christ Temple Cathedral SAY YES,,not found
"Christ Temple Cathedral, SAY Y.E.S! Youth Center",https://isp111group5.wordpress.com/,live
Christ Universal Temple Project New Life,http://web.archive.org/web/20080117073319/www.geocities.com/area51/shadowlands/6583/project144.html,archived
"Christ Universal Temple, Project New Life",https://www.powerball.com/draw-result,live
Christian Care Center of Logan Square,http://www.nonprofitfacts.com/IL/Christian-Care-Center-Of-Logan-Square.html,live
Christian County Mental Health Association,https://www.healthgrades.com/physician/dr-duttala-reddy-xk48f,live
Christian Family Center Church,https://www.joinmychurch.com/churches/Northside-Christian-Family-Center-Omaha-Nebraska-United-States/277178,live
Christian Family Center Corporation,https://www.acronymattic.com/Chinese-Federation-of-Commerce-of-Canada-(CFCC).html,live
Christians On the Move Outreach Ministries,http://web.archive.org/web/20060614001357/religiousmovements.lib.virginia.edu/nrms/newage.html,archived
Christopher House,https://www.larchesaskatoon.org/homes/christopher-house/,live
"Christopher House, 2 Degrees",https://www.powerball.com/draw-result,live
Church Street Commons,https://perchn.com/property/church-street-commons/,live
Circle Around Families Geminus Corporation,https://www.powerball.com/draw-result,live
Circle Family Care,https://familycarecircle.app/pitch,live
Circle Urban Ministries,https://circleurban.org/,live
Circle of Service Foundation,https://www.cosfoundation.org/,live
Circuit Court of  Cook County Juvenile Probation Department,https://www.cookcountycourtil.gov/department/juvenile-probation-and-court-services-department,live
Circuit Court of Cook County,https://www.cookcountycourtil.gov/district/sixth-municipal-district-markham,live
Circuit Court of Cook County Juvenile Court,https://www.cookcountycourtil.gov/division/juvenile-justice-division,live
Circuit Court of Cook County Juvenile Court Probation Department,https://www.cookcountycourtil.gov/department/juvenile-probation-and-court-services-department,live
Circuit Court of Cook County Juvenile Justice Department,https://chicago.suntimes.com/2014/12/17/18555238/rape-prompts-alderman-to-call-for-hearings-on-electronic-monitoring,live
Circuit Courty of Cook County Juvenile Court,https://www.cookcountycourtil.gov/division/juvenile-justice-division,live
Cities In Schools - PTPL,https://mx.usembassy.gov/visas/,live
Citizen University,https://citizenuniversity.us/,live
Citizens Information Service of Ill,https://web.archive.org/web/20150711162625/www.natlawreview.com/article/supreme-court-limits-scope-honest-services-statute-skilling-v-united-states,archived
City Church DAL Ministries,https://dccccofpraise.org/,live
City Colleges Chicago Central,https://web.archive.org/web/20090130190022/https:/thewaythefutureblogs.com/2009/01/sir-arthur-and-i/,archived
City Colleges of Chicago Future Teachers of Chicago,https://web.archive.org/web/20220517015957/https:/princeofthequeencity.com/,archived
"City Colleges of Chicago, Digital Workforce Education Society",,not found
City Harvest Outreach Ministry,https://www.glorytogloryucc.org/about1,live
City Year Chicago,https://abc7chicago.com/post/city-year-chicago-deploys-young-mentors-bridge-educational-gap/15624561/,live
City of Chicago - Student Internship Program,https://web.archive.org/web/20210728104324/https:/www.clockinc.org/about-1,archived
City of Chicago Department of Children and Youth Services,https://web.archive.org/web/20220517015957/https:/princeofthequeencity.com/,archived
City of Chicago Law Department,https://www.chicago.gov/city/en/depts/dol.html,live
City of Chicago Mayors Office,https://web.archive.org/web/20180912222743/chicago.suntimes.com/crime/man-shot-to-death-by-gary-police-after-firing-at-officers/,archived
"City of Chicago, Deputy Mayor for Education",https://chicookworks.org/wp-content/uploads/2020/09/COVID-Workers-Grant-1.pdf,live
"City of Chicago, Mayors Office of Workforce Development (MOWD)",https://www.chicago.gov/city/en.html,live
City of Highland Park Youth Services,https://cityhpil.com/,live
City of Milwaukee Housing Authority,https://hudhousingnetwork.com/wi/milwaukee/milwaukee,live
City of Rock Falls,https://rockfalls61071.net/,live
City of Rockford Illinois Community Services Division Human Services,https://www.2k.com/games/nba2k/,live
"City of Rockford Illinois, Community Services Division Human Services",https://rockfordil.gov/,live
Civic Federation,https://www.civicfed.org/about-us,live
Civic Media Foundation,https://www.slideshare.net/armandbogaarts1,live
Classic Mortgage Solutions,https://classicmortgagellc.com/,live
Clay County Health Department,https://www.clayhdnc.us/women-and-children,live
Clay County Teen Reach,https://www.powerball.com/draw-result,live
CliffCorp,https://opengovwa.com/corporation/601429648,live
"Clinton, IA CSD, Study Connection Youth Mentoring Program",,not found
Cluster Tutoring Program - Learning Edge Tutoring,,not found
Cluster Tutoring Program / Learning Edge Tutoring,https://www.nhl.com/info/teams/,live
Coalition for Improved Education In South Shore,"https://www.acronymfinder.com/Coalition-for-Improved-Education-in-South-Shore-(Chicago,-IL)-(CIESS).html",live
Collaborative Youth Development Services,https://www.nhl.com/info/teams/,live
College Bound,https://collegeboundgame.com/,live
